Display Name,Card Code
[BW5] 拡張パック リューズブラスト,BW5
[BW4] 拡張パック ダークラッシュ,BW4
[BW3] 拡張パック サイコドライブ,BW3
[BW2] 拡張パック レッドコレクション,BW2
[BW1] 拡張パック ブラックコレクション,BW1
[HP] ハイクラスパック THE BEST OF XY,HP
[CP6] 拡張パック 20th Anniversary,CP6
[CP5] 幻・伝説ドリームキラコレクション,CP5
[CP4] プレミアムチャンピオンパック EX×M×BREAK,CP4
[CP3] ポケキュンコレクション,CP3
[CP2] 伝説キラコレクション,CP2
[CP1] マグマ団VSアクア団 ダブルクライシス,CP1
[EBB] コンセプトパック EXバトルブースト,EBB
[SC] コンセプトパック シャイニーコレクション,SC
[DS] 拡張パック ドラゴンセレクション,DS
[MEE] スターターセットex イーブイex,MEE
[MEZ] スターターセットex ゾロア＆ゾロアークex,MEZ
[MEM] スターターセットex ニャオハ＆マスカーニャex,MEM
[MC] スタートデッキ100 バトルコレクション,MC
[MP1] スタートデッキ100 バトルコレクション コロちゃおVer.,MP1
[MBG] スターターセットMEGA メガゲンガーex,MBG
[MBD] スターターセットMEGA メガディアンシーex,MBD
[SVOM] スターターセットex マリィのモルペコ＆オーロンゲex,SVOM
[SVOD] スターターセットex ダイゴのダンバル＆メタグロスex,SVOD
[SVM] スタートデッキGenerations,SVM
[SVLN] スターターセット テラスタイプ：ステラ ニンフィアex,SVLN
[SVLS] スターターセット テラスタイプ：ステラ ソウブレイズex,SVLS
[SVJL] バトルマスターデッキ テラスタル リザードンex,SVJL
[SVJP] バトルマスターデッキ パオジアンex,SVJP
[SVI] バトルアカデミー/いつでもどこでも バトルアカデミー,SVI
[SVHK] スターターデッキ＆ビルドセット 古代のコライドンex,SVHK
[SVHM] スターターデッキ＆ビルドセット 未来のミライドンex,SVHM
[SVG] スペシャルデッキセットex フシギバナ・リザードン・カメックス,SVG
[SVEM] スターターセット テラスタル ミュウツーex,SVEM
[SVEL] スターターセット テラスタル ラウドボーンex,SVEL
[WCS23] ポケモンワールドチャンピオンシップス2023横浜 記念デッキ「ピカチュウ」,WCS23
[SVD] exスタートデッキ,SVD
[SVC] スターターセットex ピカチュウex&amp;パーモット,SVC
[SVAM] スターターセットex ニャオハ&amp;ルカリオex,SVAM
[SVAL] スターターセットex ホゲータ&amp;デンリュウex,SVAL
[SVAW] スターターセットex クワッス&amp;ミミッキュex,SVAW
[SPZ] VSTAR&amp;VMAX ハイクラスデッキ ゼラオラ,SPZ
[SPD] VSTAR&amp;VMAX ハイクラスデッキ デオキシス,SPD
[SO] スペシャルデッキセット リザードンVSTAR vs レックウザVMAX,SO
[SN] スタートデッキ100 コロコロコミックver.,SN
[SLL] スターターセットVSTAR ルカリオ,SLL
[SLD] スターターセットVSTAR ダークライ,SLD
[SJ] スペシャルデッキセット ザシアン・ザマゼンタ vs ムゲンダイナ,SJ
[SI] スタートデッキ100,SI
[SH] ファミリーポケモンカードゲーム,SH
[SGG] ハイクラスデッキ ゲンガーVMAX,SGG
[SGI] ハイクラスデッキ インテレオンVMAX,SGI
[SEF] スターターセットVMAX フシギバナ,SEF
[SEK] スターターセットVMAX カメックス,SEK
[SD] Vスタートデッキ,SD
[SC2] スターターセットVMAX リザードン,SC2
[SA] スターターセットV 草,SA
[SMM] スターターセット TAG TEAM GX エーフィ&amp;デオキシスGX/ブラッキー&amp;ダークライGX,SMM
[SML] ファミリーポケモンカードゲーム,SML
[SMK] トレーナーバトルデッキ ニビシティジムのタケシ/ハナダシティジムのカスミ,SMK
[SMI] スターターセット 炎のブースターGX/水のシャワーズGX/雷のサンダースGX,SMI
[SMH] GXスタートデッキ,SMH
[SME] スターターセット伝説 ソルガレオGX ルナアーラGX,SME
[SMD] 30枚デッキ対戦セット サトシVSロケット団,SMD
[SMC] スターターセット改造 カプ・ブルルGX,SMC
[SMP1] イワンコ全力デッキ,SMP1
[SMA] スターターセット草 ジュナイパーGX / スターターセット炎 ガオガエンGX / スターターセット水 アシレーヌGX,SMA
[XYH] メガバトルデッキ60 メガタブンネEX,XYH
[XYG] パーフェクトバトルデッキ60 ジガルデEX,XYG
[XYF] BREAKコンボデッキ60 ゴルダックBREAK+パルキアEX,XYF
[XYE] 対戦スタートセット30 エンブオーEX VS トゲキッスEX,XYE
[XYD] メガバトルデッキ60 メガレックウザEX,XYD
[XYB] ハイパーメタルチェーンデッキ60 ディアルガEX+ギルガルドEX,XYB
[XYA] メガバトルデッキ60 メガリザードンEX,XYA
[X30] ゼルネアスデッキ30,X30
[Y30] イベルタルデッキ30,Y30
[HXY] はじめてセット,HXY
[MG] 30枚デッキ対戦set「ミュウツーVSゲノセクト」,MG
[kplusk] [K+K] 最強爆流コンボデッキ60 カメックス+キュレムEX,kplusk
[BKB] バトル強化デッキ60 ブラックキュレムEX,BKB
[BKW] バトル強化デッキ60 ホワイトキュレムEX,BKW
[PPD] プラズマ団パワードデッキ30,PPD
[KLD] バトル強化デッキ30 ケルディオ,KLD
[SZD] サザンドラデッキ30,SZD
[GBR] ガブリアスデッキ30,GBR
[BKR] バトル強化デッキ60 レシラムEX,BKR
[BKZ] バトル強化デッキ60 ゼクロムEX,BKZ
[BTV] バトルテーマデッキ ビクティニ,BTV
[BK] バトル強化デッキ ビリジオン,BK
[HS] はじめてセット/はじめてセット forガール,HS
[hsplus] [HS+] はじめてセット＋,hsplus
[HSP] はじめてセットDX ピカチュウver.,HSP
[HSZ] はじめてセット 全国図鑑版,HSZ
[MA] プレミアムトレーナーボックスMEGA,MA
[SVN] デッキビルドBOX バトルパートナーズ,SVN
[SVK] デッキビルドBOX ステラミラクル,SVK
[CLF] ポケモンカードゲーム Classic「フシギバナ＆ルギアexデッキ」,CLF
[CLL] ポケモンカードゲーム Classic「リザードン＆ホウオウexデッキ」,CLL
[CLK] ポケモンカードゲーム Classic「カメックス&amp;スイクンexデッキ」,CLK
[SVF] デッキビルドBOX 黒炎の支配者,SVF
[SVB] プレミアムトレーナーボックスex,SVB
[SVP1] exスペシャルセット,SVP1
[s08a-g] [S8a-G] 25th ANNIVERSARY GOLDEN BOX,s08a-g
[SK] プレミアムトレーナーボックス VSTAR,SK
[SF] プレミアムトレーナーボックス ICHIGEKI・RENGEKI,SF
[SB] プレミアムトレーナーボックス ソード＆シールド,SB
[SP6] VSTARスペシャルセット,SP6
[SP5] スペシャルカードセット ミュウツーV-UNION/ゲッコウガV-UNION/ザシアンV-UNION,SP5
[SP4] VMAXスペシャルセット イーブイヒーローズ,SP4
[SP3] ジャンボパックセット 白銀のランス＆漆黒のガイスト,SP3
[SP2] VMAXスペシャルセット,SP2
[SP1] ザシアン＋ザマゼンタBOX,SP1
[SMN] デッキビルドBOX TAG TEAM GX,SMN
[SMJ] プレミアムトレーナーボックス TAG TEAM GX,SMJ
[SMG] デッキビルドBOX ウルトラサン/ウルトラムーン,SMG
[SMF] プレミアムトレーナーボックス ウルトラサン・ウルトラムーン,SMF
[SMB] プレミアムトレーナーボックス,SMB
[SM00] ピカチュウと新しい仲間たち,SM00
[bwxybox] [BW/XY] エクストラレギュレーションBOX,bwxybox
[20th] スターターパック,20th
[SNP] BREAK進化パック ライチュウBREAK,SNP
[MMBP] メガマスターデッキビルドBOX パワースタイル,MMBP
[MMBS] メガマスターデッキビルドBOX スピードスタイル,MMBS
[XYC] スーパーレジェンドセット60 ゼルネアスEX・イベルタルEX,XYC
[WAK] みんなのWAKUWAKUバトル,WAK
[PBG] プラズマ団バトルギフトセット,PBG
[MDB] トッププレイヤーが選ぶ100＋40枚 マスターデッキビルドBOX EX,MDB
[BGS] バトルギフトセット ボルトロスVSトルネロス,BGS
[CS1] コレクションシート 旅立ちの仲間 ツタージャ/ポカブ/ミジュマル,CS1
[m-energy] 基本エネルギー【MEGA シリーズ】,m-energy
[sv-energy] 基本エネルギー【スカーレット＆バイオレット シリーズ】,sv-energy
[s-energy] 基本エネルギー【ソード&amp;シールド シリーズ】,s-energy
[sm-energy] 基本エネルギー【サン&amp;ムーン シリーズ】,sm-energy
[xy-energy] 基本エネルギー【XY・XY BREAK シリーズ】,xy-energy
[bw-energy] 基本エネルギー【BW シリーズ】,bw-energy
[mpromo-200] MEGA プロモーションカード【101〜200】,mpromo-200
[mpromo-100] MEGA プロモーションカード【001〜100】,mpromo-100
[svpromo-300] SV プロモーションカード【201〜300】,svpromo-300
[svpromo-200] SV プロモーションカード【101〜200】,svpromo-200
[svpromo-100] SV プロモーションカード【001〜100】,svpromo-100
[s08a-p] [S8a-P] プロモカードパック 25th ANNIVERSARY edition,s08a-p
[spromo-400] S プロモーションカード【301〜400】,spromo-400
[spromo-300] S プロモーションカード【201〜300】,spromo-300
[spromo-200] S プロモーションカード【101〜200】,spromo-200
[spromo-100] S プロモーションカード【001〜100】,spromo-100
[spromo-other] S プロモーションカード【その他】,spromo-other
[smpromo-500] SM プロモーションカード【401〜500】,smpromo-500
[smpromo-400] SM プロモーションカード【301〜400】,smpromo-400
[smpromo-300] SM プロモーションカード【201〜300】,smpromo-300
[smpromo-200] SM プロモーションカード【101〜200】,smpromo-200
[smpromo-100] SM プロモーションカード【001〜100】,smpromo-100
[smpromo-other] SM プロモーションカード【その他】,smpromo-other
[xypromo-300] XY プロモーションカード【201〜300】,xypromo-300
[xypromo-200] XY プロモーションカード【101〜200】,xypromo-200
[xypromo-100] XY プロモーションカード【001〜100】,xypromo-100
[xypromo-other] XY プロモーションカード【その他】,xypromo-other
[bwpromo-300] BW プロモーションカード【201〜300】,bwpromo-300
[bwpromo-200] BW プロモーションカード【101〜200】,bwpromo-200
[bwpromo-100] BW プロモーションカード【001〜100】,bwpromo-100
[bwpromo-other] BW プロモーションカード【その他】,bwpromo-other
